Address,reward_sftmx,reward_usd_end,reward_usd_dist
0xad444a85fddedbd33c4bf662c1b4d83ec6cdebb9,3001.639559803558,1937.8584998091771,2015.1627250323581
0x645044ac0e7e3cd1ba3d83aa6badba0dca6234b9,2985.7668536925426,1927.6110807439054,2004.5065202939031
0x44a5aa2d447392161a03f670181852675b9709f7,2963.551175295719,1913.2686387709164,1989.5919357394826
0x04e0946d2bf513218411466025e36fdf86f48ad1,2957.3707043880395,1909.2785267529184,1985.442651873728
0x3199d3442e1bba852cd952d2a48ecf5e94e3316b,2951.987015269024,1905.802817057682,1981.8282906489208
0x4ffe83103f9d871a5a1e2b8bdeb26409293be7a0,2901.0347438329704,1872.9080306185658,1947.6212794112403
0x42b2a6c9a04f653eda2d6205aeede8e94582d2cf,2839.6508446707126,1833.278585319412,1906.4109531730617
0x3179f228390ccf71dd3bf3730824b21b3affbf58,2838.449053140642,1832.5027087075985,1905.6041256221827
0x8592d64c62d9c06d65ddac09d698bbf51cf7d8c5,2628.11918577718,1696.7137463377476,1764.3983278482533
0x823b6b8da270906f0a231223e46edb5bdea3ff13,2627.511508631832,1696.321429972711,1763.9903613660151
0xa6b6d854e4e5f2b36e51d1dff81cad56e5f286c1,2592.5878055117514,1673.7746872383868,1740.5441935815365
0x98a529e3488c2d44566881feab335b17b1c3b430,2513.4390262846873,1622.6762353693941,1687.4073440523302
0xf37de319bcf6cb725572ed8c8c6bd90ff57ccb6b,2505.380017542739,1617.4733393255926,1681.9968962973885
0x7431931094e8bae1ecaa7d0b57d2284e121f760e,2470.9056831223793,1595.216709023808,1658.852413986942
0xa28d31dec6659b8011e15c34cfb40cb72f718ff1,2411.0273881139274,1556.5592817663517,1618.6528811198377
0xda9f37c1333bb2474a7012024d397654e603c3f1,2374.870953626367,1533.2166876611823,1594.3791142008758
0x6a4c9464ad41ae8b48beef57129902a20423f1f8,2202.8454331110333,1422.1570116164835,1478.889092900825
0x8e5e83d2f1c569a01e6f3ed31da41f6b4a97f09e,2197.1219187914344,1418.4619107717501,1475.0465886683048
0xf5fcaae203bd5dd81ef969c3fecc872f38aeccab,2146.1039067015695,1385.5246821665332,1440.7954421797256
0xadca36f4cc4f7b5456e8bc8476f6838552b6d25e,2143.066208146456,1383.5635439793523,1438.7560711039562
0x2c9c3050b242df683c5db26a0c5874c938e06b8f,2138.4600508822414,1380.589808849575,1435.6637089999965
0x63a94a0e1c2c7c57e8cb7e887588a58c5179e6f0,2124.7417953433296,1371.7333030736534,1426.4539032709256
0x6fb966a32be4c0d10a0329bdb1f01dd89ad264c2,2096.6212883193475,1353.5787037389712,1407.5750883983476
0x94b3c8f399c0d5703603d2b0780fa08a8e436fd8,2094.4971572590116,1352.2073647264178,1406.1490445144668
0xad036a7e58dfa18a6511e85d29b0341e16bcbd9b,2031.9753613346486,1311.843293277649,1364.1747867334616
0x9e138c3c1249f1627168d02359a4ba82e5f2ebd4,2000.8951426628373,1291.7779041031279,1343.3089576072666
0x8029fc28c52cc77631c121191fe1375fd1cf52b1,1973.3818657901973,1274.0153325541514,1324.837809125712
0x47102cc85a22d9e40151a8a17b6e98339112e96a,1926.8678070997655,1243.9858562636086,1293.610409767656
0x588349be5a33a6eab84403c4fd8487552ebe52b3,1875.8857304962771,1211.0718276083965,1259.3833887115977
0x19246d4cb92671d0f2166d00c9de687ead3206f8,1874.6003150014988,1210.2419633649674,1258.5204198775164
0xaccf339e9985ee2984aef6ba0b4605bea3d3fd88,1859.2658877461442,1200.342057128911,1248.2255908019251
0x458504d39490339aaa127aa669559278fdc59310,1743.115698068936,1125.355494673305,1170.2476963613726
0x5f08129c841b3ea5d9952d0529e7a68557e0b0f1,1713.8241147250958,1106.444848466522,1150.582674717152
0x9ea160fdcbd21d76ad11003068e715904cf14de2,1699.3553948261535,1097.1038428997645,1140.8690417381176
0x634fbb6efdc7a0b58d869c3b878fd5d6ccd96fab,1672.8910437675931,1080.0184578563583,1123.1020937975488
0x4a7671d14076d418300c433518816f6b0c1f705a,1660.3912324685398,1071.9485796816894,1114.7102954826844
0xb13d2a7a4a63601d686d582022c37805a96feb8c,1606.3519274711289,1037.0608043753607,1078.4307919154523
0x0e2f6630c0393581d1c27f0f802a432ee68774f7,1546.9562513586864,998.7149558771679,1038.5552671746598
0x0dd9cdeff318eb2b9f3c1b7c85e6cc33ef8efa5d,1540.0680577330904,994.267938072483,1033.9308508313413
0x1708fac5dfe4c040fa2daceaf13cda9da5a5459f,1536.5646955981815,992.006167478186,1031.5788546486217
0x577be3ed9a71e1c355f519bbdf5f09ba2018b1cc,1529.4149128972672,987.3902677664756,1026.778819433232
0xd4d24a0d699bc98367910d4325e76bd4cf3a949d,1520.7118211592253,981.7715517403959,1020.9359639825307
0x476f0b554231217733add17dcdcca6729846b369,1509.0476436530466,974.2411587424069,1013.1051717570476
0xb6f8b237e24b04c30f68c6cbdb3b1033329929da,1484.6769349327762,958.5074291926004,996.7437989748591
0xd6980b8f28d0b6fa89b7476841e341c57508a3f6,1476.8197229980808,953.4348131675608,991.4688283136537
0x54bbeea46ac71801e348bb426b41bc05a69b1159,1419.224526570321,916.2513543537992,952.8020628110913
0x74316ddd0dc2d06dc9adf784fcd055428a6ae59d,1419.224526570321,916.2513543537992,952.8020628110913
0xed0fe1b1db2c0fb666771fc93f552afdc1be34bc,1370.8897435422848,885.0464184308992,920.3523128860872
0xc19df7371ad9d31bc903cb651afe7e29a2c708a1,1348.4476235995346,870.5577857958596,905.285705894042
0xce655486c6da0e46219efb09d653d3362733a302,1346.5948553918097,869.3616386409524,904.041842546713
0x9c4dd1f8b44b39662fd9d942f310bcf27e3a3038,1332.6956791867608,860.3883304829726,894.7105750047486
0x1b5bbc00d336e42ce6dd79dda4b5ab056a614f4b,1332.5429288015735,860.2897148342958,894.6080254226516
0xc77e431d2f683f35f0a8b82f6f21f7a0138453b1,1324.9253815176605,855.3718263078016,889.4939545834076
0x9e0932f7622da65c888e43dfa8134b3821531d83,1310.0444423432023,845.7646919767715,879.5035765448785
0xe7f89f11471a735fec2b8a72df3bed4fc82959ec,1284.6455432281518,829.3671627080948,862.4519240283929
0xd88cff1d9f7e0e511ca50f6f169c03354b384135,1277.5042038497572,824.7567140054033,857.65755727135
0x2911b8cb873651cb99f9975e6791edbded598017,1277.3058822596963,824.6286775868601,857.5244132785764
0xb4bd807c9cdde19ae1498c7b7006713268e25997,1270.9139482241485,820.5020449735102,853.233162796075
0x7aad1e9c3aa8d557fdd92a4104112c1e17031aa0,1261.8450710835618,814.6471778915475,847.1447358522338
0x587d992514e3f0bfe780520fb35a407b8a48fd8e,1213.1456275379069,783.2068171384726,814.450169630084
0x79302eb38cc9b796b1cda74f5e7c696883930827,1206.2217043882715,778.7367323530681,809.8017661278836
0x8363530368d284f39100802c9eda277f86ec6904,1203.721081364816,777.1223301291252,808.1229628585947
0x5216834e6ecc7d07c99fbdf62c8e9f2999812785,1188.366079165419,767.2091407091946,797.814320712021
0x64509f57636e22886ba06e47eab0a6001ef32ea5,1181.165484170977,762.5604365807828,792.9801724601222
0x87107c8fe9457e27481a5bfae3a8ca9a2509630c,1173.122057881872,757.3676005685367,787.5801860472264
0xd9010fb0b7df8bd85b7b614c01df9a65e032f60d,1147.7657172103693,740.9975470310144,770.5571053120503
0x8cbe0e70513178e65aaf6721955f6202262145d6,1123.5555092353538,725.3674367623444,754.3034853471919
0xf855bb145c127970a4071fc892c7e24e146042be,1114.0344843766393,719.2206631135583,747.9115072241945
0xf3723a2da2371d1e276365e924bcdf88cb77d2dd,1113.01625762896,718.5632959252565,747.2279166242329
0xbd6646a73c26dedcaa966bc067c74359dc0d8da9,1112.1221814504888,717.9860803444355,746.6276750055116
0x10526b0ad1a5c7cea62b9868d2e85410134cdcdd,1101.340559176394,711.0254650042799,739.3893897653089
0xa61d1f138df1e04dee8e8a092ca20c206d88d063,1078.4803580785033,696.2669191754816,724.0421023174355
0x3a34106c5edb3a5c24ee735603e02fc9518bb888,1068.7000395458867,689.9527455308245,717.4760463492893
0xaa6447368ae18870f01742e7b96c9688c254a619,1049.0702251060372,677.2797373284577,704.2974919058386
0xfd09b7fc30aa844d74c7349892dd92a755395e45,1047.8324744852364,676.4806455276687,703.4665230755614
0x883ce32e186c69559e94c8ba276bfc4322fc194a,1034.566135733485,667.9158972295379,694.5601134892181
0x04b19a5d90afaea5c3f22f750e7949fa027ebfed,1016.7311585793184,656.4016359788079,682.5865302368599
0xb261415b9cc9ef32e9c4a70f58df8027e17ca332,1016.5568042044513,656.2890727943936,682.4694767298752
0x200b0dc631d3adb6aa03eb33880a200f59ed4de1,1015.5469206785665,655.6370919900826,681.7914873852384
0x6434b81a1ad599fbefa22ce5d3ae9617b0f76ec6,1007.7677032356045,650.6148292089063,676.5688786380362
0xab89e9dd7c60dcc6b4fbcafd27fcef278f1bbf10,1002.160520065215,646.9948317541028,672.8044737878624
0x97e24810ae6914d29d89e79ce3e663d83f20d0bb,993.4652457773337,641.3811626738466,666.9668666135962
0x6c84f26ad4b79a9fcb2a5d967a02f578216d5bce,993.4571685992248,641.3759480476596,666.9614439677641
0x0a3043f9d2b1c6ccfc492eb59af5156f378c57bd,990.3568162267138,639.3743605559665,664.8800100010693
0xf8022e6310a26b5ecacbe1911486aed0f7164b65,984.4036327085255,635.530985276624,660.8833164333995
0x97988fc6443fcfaaa001ee320d5ebfcbf510a521,966.5730914900572,624.019587865981,648.9127112642159
0xcb6b5669155978030dfdf791680752984a3d8bb9,939.0568293311967,606.2550890162206,630.4395585988163
0x04eeaadf602411105414727596e956f85216c0c9,937.1814933139079,605.0443720834589,629.1805442622655
0x6c0d470d97ef1f230eef10a5c848afcc8261ed67,935.638876453065,604.0484586380989,628.1449022622711
0xaa3d730998b0bcf3816ff8b3c89c4f990b25f973,933.4953605974122,602.6646048016893,626.7058443185151
0x72f4e8b893527e3884bb4ac5a28d5fc65172ec4a,917.4210583208857,592.2870352519639,615.9142971879598
0xc0a1162c3ff721daa7e0141eb639cfb5765ea589,916.417932034375,591.6394169213925,615.2408443430058
0xfe42b6bb30a076869a307bd7b0dc667b92fa6495,907.7956773029629,586.0728892667928,609.4522591400535
0x1096cb8f6e17db5a072fa5b19dc4b8f212cb36e3,889.2893467301595,574.125202248991,597.0279600846795
0xb0da7d4a43ea078a4024b0370c8c87e29fc61960,879.9294544683192,568.0824558047469,590.744158975124
0x2930bae4c9d516a095ae9f48e868cdae86d9397f,871.7399846347251,562.7953340801785,585.2461256444612
0xe7bc06490a89bc5e2cefae6ecab7cd394cd25f94,868.4790867713672,560.6900984195946,583.0569088203044
0xf46efe1e21367cf07f5870211c61e00170f5af24,856.7975572782068,553.1485029788103,575.2144672689532
0x9e2111db92c404b2c630a11a6620b615d6e7f21a,852.574039478734,550.4217998874707,572.378991700206
0x5f45bdf46d2099380ceb221e2e41a3704523f048,852.0443071038758,550.0798046662622,572.0233537514155
0x665b88938ed5318efcf5ba98707d36ed4f96a574,834.5280146951344,538.7712862871787,560.2637207776373
0x796bf6165f997c8b2c9e37e018b26ed689827559,825.8356866183981,533.1595192808378,554.4280915540081
0xac5eda67801f9ab3155676e71564adfd146915a4,818.1694686088168,528.2102089338522,549.2813454284036
0x048ef070814509627dc18483e481284d546f6114,805.6604529003084,520.1343883924392,540.8833676964339
0x59753e7d8680193620323dd75c5cb1d5b9e6ed0e,804.6090378225085,519.4555948182115,540.1774959782924
0x5d81d1b2775794e5bce61aa75fcf8778d7d1ac89,804.1470989573171,519.1573670868439,539.8673714733907
0xc08b19b0bd434ea7cec94ca768a921960041da65,794.9136665444545,513.1962631210998,533.6684696892856
0x3e71ae385b0766df225f2e38e7087aa591fe463a,791.8855862506678,511.24133448343116,531.635555871731
0x857d5884fc42cea646bd62cc84f806aeb9a2ae6f,781.112466250455,504.28620821129374,524.402978667108
0x167d87a906da361a10061fe42bbe89451c2ee584,780.7114598448511,504.02731847583584,524.1337614126802
0xf32a7bc83a614fa05baf98a3346a11ea30d847ab,780.5819315380836,503.94369500098674,524.0468020658186
0xa197f43de97e8f244a6aaef7f8c2cf1c4cd6f7cf,774.2112677106298,499.83079443398265,519.7698314226022
0xb34ee365b63b317da18bbfb1f30acfd55cebd9de,749.6799733751747,483.9933908110128,503.30064884531714
0xbe72d4a70c047adc435be93b7e8ccde6fe431f58,743.622305203158,480.0825602391588,499.233809087361
0x7727dba040af7e3c3927c74603d26565509ad694,738.1203834279312,476.5305195410724,495.5400718958754
0x0b789136ca58ce27f744d7735e7eb2a38742bcff,726.2365418423702,468.8583114134342,487.5618073120427
0x3b8f012d73a52ef020436a978b4ddd75986ba144,726.2365418423702,468.8583114134342,487.5618073120427
0xdbc6960effa07deffb9e732b45d8dfa1479c90e3,726.2365418423702,468.8583114134342,487.5618073120427
0x601327fc50b5801439a61c664e712281b485f8f6,717.5031516528916,463.2200347071068,481.69861087477545
0x30462594b784ca284541cf0330c98c2fc74afca9,713.4452917320099,460.60028034218556,478.9743503854517
0xb13e63a5bfa4e4532f808987e374b132dc6a0e18,679.3430364595122,438.58386433826104,456.0796648992394
0xac40c29152b31c70c24211d5d014bc811db1f82a,667.3829919175339,430.8624595819599,448.0502411558041
0x629e97f287f8d6f72162390e2b866db4551f6301,662.5131498223739,427.71848952532457,444.78085318585
0x0282e055d3b2f7c0ad656952ac1bb989fb6d0086,647.1758341736194,417.8167185424887,434.4840849757962
0x6d4c52b512e61a6ab241a3b34c501dd1d3e6ac3c,639.6987574345062,412.98951779971713,429.46431959868545
0xbb3fc68ac1a42d0759fc76ef4b4765910b0a3b66,639.6921366329227,412.9852434102149,429.4598746970592
0x721dbede6fe787181ccf9630989082074f67bb02,619.9175824109243,400.21879120449273,416.1841486219036
0x124855908c999054782d25b5792b8d4b6a791da0,613.8417744307751,396.29624957250843,412.1051306311987
0xeebf3371f4e4e295d6782f74fb987f5f2b4acfd0,612.7606412689045,395.5982700032047,411.379307558444
0xd69b8b41b47653c7e338fa1a3f6057f86f518fc3,605.4261811597024,390.8631425567039,406.4552884262909
0xfc3664b6c115edbd998d5fc31c713938817933a2,591.8854674699239,382.12125779858286,397.36467612780336
0x0a0dc378ec2229c1ab835e3de052f96aaed21711,590.7840483947216,381.4101816436323,396.62523402599004
0xdafbd13a4c97b56a656dce857fd6fcc61eb55c7b,568.841822958854,367.2442809022361,381.8942332107185
0x498b7b7ddb5e057e5d055c4e59f839dbd6e26ff4,568.3029973595249,366.89641509530924,381.5324904893065
0x79c51606e4335d13d179eeb5bacf3e702748e8d7,556.995829646855,359.59650762000956,373.94137821673473
0xd53fd2b947d4ead4923adc7e0e23809916d25879,551.9669700978617,356.3498758951795,370.5652332430798
0x1d4086b03da1bde2820e3367d8f1373df155a5ef,547.8551396185383,353.6952781377283,367.80473940346417
0xd4e3555233d3db2d94e3a9e69fa04b6c3d8eb516,547.7080267779355,353.6003020878352,367.70597460947414
0x6e290ead754726073fd522cb4f9f2f3eda808954,545.783167873807,352.35761317932975,366.4137128847518
0x58d987f0c7e4c0f552ba13c605a008d3b39fb8b0,544.456915073235,351.5013843712805,365.5233277620766
0xf9f95d423e4388f4c95d00f533ebf39554fbaee0,543.9496716834085,351.1739080388085,365.1827878833431
0xaf9e60cee215d4719bd47a9bcc26833b03ce957f,540.375751953994,348.8665854614985,362.78342257732174
0xf7b3f0013f32f7e0b32272e9987f29de341182d7,535.7955537116302,345.90960947622847,359.7084881665178
0x8163751177aef91e66f5a18c931f9ab02c5f14b1,531.5562215388765,343.1726966254986,356.86239555501083
0xcbc56ca213d88ade59bb3aa9a7823c5913e7a234,531.0206154544296,342.8269093373798,356.50281426779316
0x733ec37e88b51f430a70bd61729527a0c7ee577f,529.947250860501,342.1339451555394,355.7822066542008
0x31c897551fd8d2ea8b655adc844816e305cf05c9,518.9832720154116,335.0556004131497,348.42149560063467
0x076a10a7b9dff849672de8cc180e767bf568408d,518.539304197179,334.7689747896988,348.12343602999294
0xe4d70fc7af37db7c5144ab005056b8b493dfae24,518.3150145176007,334.624173372563,347.9728582564493
0x2775fb7e8ac8a3ab06c9bf324c5f2c568d3768df,512.0566868797061,330.5837970495383,343.77130496343824
0x807f2824a2d3cad02df277cfd63014f8d1fefe38,510.9208295653156,329.85048756736774,343.00874261199294
0x7e6be4c936f2cfdd3ef9b45262b5bc6a25c38d38,508.48580658950965,328.2784367341874,341.37398019709366
0x1e6ac18b91b812f027d766b85e67dee841f38531,504.3021372781616,325.57745982678114,338.565257070243
0x0d469fa1c2c820ec81bc159ae97b1c0735c407b3,497.5257424863249,321.20261934917136,334.01589732116423
0x1290037fb5fe15a43cefeca40b2741a859f0c7c9,495.4811547645712,319.88263351600716,332.64325517581403
0xf73bd5710d3e3d4e8db7ec6058f9fb77ff8414e9,494.0328436528385,318.9476038622725,331.67092571770775
0x289cd62146db06cef8d9c5a7068f5cf296e49796,493.69139911694316,318.7271672698985,331.4416955627563
0x4f72a89fa931e19276666fca3366bd033ce90f42,493.6401750373538,318.6940970041156,331.4073060720276
0x44e26e7c6bfc50cd04fe71376347c6dab2a3b5db,488.1063147982076,315.12143683372284,327.6921268650359
0x658c27058e9d9039c184d83e60e7af8ae225d1fb,487.238184970881,314.5609722172008,327.10930443294086
0x84d01c69dae12cf9090e3473a7c9031635489e48,482.57976717806,311.5534976901556,323.98185701405936
0x6e11e5505400d9e9180522d924efe2ffbb3ffb56,480.66947808131584,310.32021504929753,322.69937678780377
0xa74b3afb52669c41ba36cc3742e10f4a55f75b8c,480.56459607011453,310.2525032228659,322.6289638300557
0xafcb78c5bc7b3b00c8250067f491f95880b5cb82,479.3109073169294,309.4431217638096,321.78729487084985
0xffe3385962b6bf54860f06dd35d5db3504bd1286,474.3747240583874,306.2563218520949,318.47336849549464
0x02aee0ce756fa0157294ff3ff48c1dd02adccf04,473.546447453135,305.72158647574395,317.917301683452
0x8105e062d6b94c951e93739aee33018bd6a6d1c7,473.0773560050068,305.4187410368324,317.6023752633854
0xdf87d5cb816b988aec135c87cd5d6170b51a4406,470.7002643646239,303.8840906738012,316.0065052822478
0x5a7f14fb3b6ddf0efefb3efc4ec74d15fe362309,468.6399858472493,302.55397486298415,314.6233290584943
0xd2621789930fc0820d3e18a0bf6c0afc23c9b8f1,467.066519654924,301.538145089219,313.56697623641185
0xb6d1e0e5a700f1ccff14d3c5cbe19383861285ca,463.23124870819606,299.0620941660114,310.99215174524227
0x9ebbe5c599968f8cd33ffa699843d03e1b2c9df8,458.6460595699647,296.1018960583691,307.91386667653416
0x6b62e8d331c7968d4b3a65d3bbadf1e7b908151d,458.1678013584773,295.79313255703295,307.5927861132192
0x92fb3b031fe213ffb81a25c81d98b18410adb1bf,456.40937458758845,294.65789223374713,306.4122592668759
0x0a5205ed9e334e6f536324f6da01159d5e2da30b,453.42075157129995,292.72843721443127,304.4058352503986
0xb609099b6bbab96b126d2542a8d521d6ecf448f0,446.38642005351875,288.18707278655177,299.68330864861
0xf193ea64df5ef6006440c4fefa2cff34ceb08bba,443.8778828648553,286.5675611775506,297.9991921728521
0x859fef872c09b286945b3f3e3b28c3b6b85ff447,442.55518008108504,285.71362426034847,297.11119036815677
0x87afaa198117496bce792b6a5de3b33ba7cac73f,441.24116062165825,284.86529329734253,296.22901814799275
0x87714f1a346d3229da42f01226935b777f3eaa43,440.343607843835,284.2858332239798,295.62644250039006
0x2d7991974eb4b30f85b420159f7869fd2537c6de,432.1111972285655,278.97098893076185,290.0995807041864
0x9d95208facb34af9e9865b7f18d68181a6b676d1,432.0386062305973,278.92412418247363,290.0508464473364
0x8d5b8aabc31cc9e233b481dbe9f5f28b7942b6b4,430.98044586095165,278.2409758478303,289.34044625053326
0x3d5c457920ff88a7a42d2af63d450e5f2da61d14,425.7673579710963,274.8754063061398,285.8406188433275
0x42a528b769cfb8e4720919446919b5848d6bb458,425.7673579710963,274.8754063061398,285.8406188433275
0x924cafec4f967be5df085ad94d8d50574f9a2bb0,418.8098355444847,270.3836298275193,281.169658332132
0xf64de987ed9548b6d89d1806379a3247a7588b57,416.1238568186025,268.64956196208976,279.3664157705961
0x0e7a3d10a17149e4a47a04f675fb2e8ca1270137,413.747230078545,267.11521173870864,277.77085790215153
0xf102b03611e104cadeeb7605ff1d9fa5c07ba115,413.12016157508407,266.7103763128743,277.349872954079
0x91acdb884a93060ebdc327e10bfffc9c40e52bdd,410.39850027995453,264.95327178073865,275.5226747569486
0xe52e9773dd0cc7f08ae41c1d86bbf298a3ef9b14,410.1150706987619,264.7702896431207,275.3323931738966
0x71a7f8c92133c45327aca4189b03857319ed8d79,402.85075683335003,260.0804486116108,270.45546700309694
0xf07fcf8ebecae2cc001607ea542c36a4f3da68bc,395.9003267983618,255.59325098102235,265.78926799738736
0xba58b0dd31840d4e14eecfbf62a13bfac4e6906f,394.51163915123396,254.69671423603663,264.8569669907375
0x42c1905bbe243cc125cc7426381309748091f250,389.7373137294971,251.61440974376333,261.65170452155286
0x5b94f066d207f9a087610ff8b5c490521cfafba5,388.99511937221155,251.13524906669977,261.1534293710117
0xe2414c1a42924d7b7100a80fe4ba16ac10fe8c3b,388.8636215796073,251.05035409179447,261.0651478019557
0x5d22db0ddc365dbdc0983441e2906d51855a142d,386.27356362324934,249.3782126751698,259.326302032723
0x078e88e465f2a430399e319d57543a7a76e97668,386.1565631199229,249.3026771502222,259.2477532768127
0x0957f434529f2300bb6d2f013cb9aea9c75fc684,384.8247172907946,248.44283748293697,258.3536132520441
0xbfe709589e8fde046fc6d60edbd2bce1299e76a9,383.77118822363366,247.7626791171779,257.6463222986894
0xf3ce237bdf667be3b0e6da23daba5380294b6b07,380.7091114254986,245.78580233630188,255.5905847919542
0x690e54ca67c0b0e6b07cd47706fd46488f6ac79b,380.34573159230075,245.55120431598934,255.3466282874175
0xbead8885cb71051dd1f7f516e70b1f84c575ce2b,378.47417665065353,244.34292844566187,254.09015239112287
