Project Rank,Holder Rank,Address,Reward (sFTMx),Reward ($)
Winner 2,28,0xa6b6d854e4e5f2b36e51d1dff81cad56e5f286c1,1646.012697,1062.665797
Winner 2,29,0xaccf339e9985ee2984aef6ba0b4605bea3d3fd88,1554.210319,1003.398182
Winner 2,30,0x0e2f6630c0393581d1c27f0f802a432ee68774f7,1546.956251,998.7149556
Winner 2,31,0xd4d24a0d699bc98367910d4325e76bd4cf3a949d,1520.711821,981.7715516
Winner 2,32,0xd6980b8f28d0b6fa89b7476841e341c57508a3f6,1467.10994,947.1661773
Winner 2,33,0x74316ddd0dc2d06dc9adf784fcd055428a6ae59d,1419.224527,916.2513546
Winner 2,34,0x54bbeea46ac71801e348bb426b41bc05a69b1159,1419.224527,916.2513546
Winner 2,35,0xed0fe1b1db2c0fb666771fc93f552afdc1be34bc,1370.889744,885.0464187
Winner 2,36,0xc19df7371ad9d31bc903cb651afe7e29a2c708a1,1348.447624,870.5577861
Winner 2,37,0xd88cff1d9f7e0e511ca50f6f169c03354b384135,1277.504204,824.7567141
Winner 2,38,0x2911b8cb873651cb99f9975e6791edbded598017,1277.305882,824.6286774
Winner 2,39,0xbaf347957cefc99027af15a8ef4bc50ad1a56990,1217.027759,785.7131212
Winner 2,40,0x587d992514e3f0bfe780520fb35a407b8a48fd8e,1213.145628,783.2068174
Winner 2,41,0x87107c8fe9457e27481a5bfae3a8ca9a2509630c,1153.535654,744.7226182
Winner 2,42,0xf855bb145c127970a4071fc892c7e24e146042be,1114.034484,719.2206629
Winner 2,43,0xaa6447368ae18870f01742e7b96c9688c254a619,1041.953252,672.6850195
Winner 2,44,0xb261415b9cc9ef32e9c4a70f58df8027e17ca332,1006.847022,650.0204374
Winner 2,45,0x577be3ed9a71e1c355f519bbdf5f09ba2018b1cc,1001.008557,646.2511244
Winner 2,46,0x10526b0ad1a5c7cea62b9868d2e85410134cdcdd,998.1822657,644.4264707
Winner 2,47,0x5f0874d5e6aa0f6d7f51accf9c52e0827143f0d6,996.0397338,643.0432521
Winner 2,48,0x97e24810ae6914d29d89e79ce3e663d83f20d0bb,993.4652458,641.3811627
Winner 2,49,0x6c84f26ad4b79a9fcb2a5d967a02f578216d5bce,993.4571686,641.375948
Winner 2,50,0xcb6b5669155978030dfdf791680752984a3d8bb9,922.4959423,595.5633803
Winner 2,51,0xb0da7d4a43ea078a4024b0370c8c87e29fc61960,879.9294545,568.0824558
Winner 2,52,0x1096cb8f6e17db5a072fa5b19dc4b8f212cb36e3,875.8663298,565.4593025
Winner 2,53,0xf46efe1e21367cf07f5870211c61e00170f5af24,856.7975573,553.148503
Winner 2,54,0x9e2111db92c404b2c630a11a6620b615d6e7f21a,852.5740395,550.4217999
Winner 2,55,0x665b88938ed5318efcf5ba98707d36ed4f96a574,834.5280147,538.7712863
Winner 2,56,0xac5eda67801f9ab3155676e71564adfd146915a4,818.1694686,528.2102089
Winner 2,57,0x59753e7d8680193620323dd75c5cb1d5b9e6ed0e,804.6090378,519.4555948
Winner 2,58,0x5d81d1b2775794e5bce61aa75fcf8778d7d1ac89,804.147099,519.1573671
Winner 2,59,0x381dbcc8888642ef87da499aeee039b074768c1e,801.6809458,517.5652186
Winner 2,60,0x796bf6165f997c8b2c9e37e018b26ed689827559,799.7204817,516.299543
Winner 2,61,0xc08b19b0bd434ea7cec94ca768a921960041da65,794.9136665,513.1962631
Winner 2,62,0x857d5884fc42cea646bd62cc84f806aeb9a2ae6f,781.1124663,504.2862082
Winner 2,63,0xf32a7bc83a614fa05baf98a3346a11ea30d847ab,780.5819315,503.943695
Winner 2,64,0xbe72d4a70c047adc435be93b7e8ccde6fe431f58,743.6223052,480.0825602
Winner 2,65,0x601327fc50b5801439a61c664e712281b485f8f6,717.5031517,463.2200347
Winner 2,66,0x9e0932f7622da65c888e43dfa8134b3821531d83,710.1274229,458.4582642
Winner 2,67,0xbb3fc68ac1a42d0759fc76ef4b4765910b0a3b66,626.184431,404.2646687
Winner 2,68,0xd69b8b41b47653c7e338fa1a3f6057f86f518fc3,605.4261812,390.8631426
Winner 2,69,0x823b6b8da270906f0a231223e46edb5bdea3ff13,593.1358221,382.9284867
Winner 2,70,0xfc3664b6c115edbd998d5fc31c713938817933a2,591.8854675,382.1212578
Winner 2,71,0x9324829ccd07b08c8d27096308f37d7cc6ea6edf,571.5212051,368.97409
Winner 2,72,0xdafbd13a4c97b56a656dce857fd6fcc61eb55c7b,568.841823,367.2442809
Winner 2,73,0x498b7b7ddb5e057e5d055c4e59f839dbd6e26ff4,568.3029974,366.8964151
Winner 2,74,0x1d4086b03da1bde2820e3367d8f1373df155a5ef,547.8551396,353.6952781
Winner 2,75,0x58d987f0c7e4c0f552ba13c605a008d3b39fb8b0,544.4569151,351.5013844
Winner 2,76,0xaf9e60cee215d4719bd47a9bcc26833b03ce957f,540.375752,348.8665855
Winner 2,77,0x8163751177aef91e66f5a18c931f9ab02c5f14b1,531.5562215,343.1726966
Winner 2,78,0x733ec37e88b51f430a70bd61729527a0c7ee577f,517.8299942,334.3110443
Winner 2,79,0x807f2824a2d3cad02df277cfd63014f8d1fefe38,510.9208296,329.8504876
Winner 2,80,0x0dd9cdeff318eb2b9f3c1b7c85e6cc33ef8efa5d,506.2995768,326.8670068
Winner 2,81,0x2775fb7e8ac8a3ab06c9bf324c5f2c568d3768df,499.9394302,322.7608961
Winner 2,82,0x0d469fa1c2c820ec81bc159ae97b1c0735c407b3,497.5257425,321.2026194
Winner 2,83,0xf73bd5710d3e3d4e8db7ec6058f9fb77ff8414e9,494.0328437,318.9476039
Winner 2,84,0x658c27058e9d9039c184d83e60e7af8ae225d1fb,487.238185,314.5609722
Winner 2,85,0x6e11e5505400d9e9180522d924efe2ffbb3ffb56,480.6694781,310.3202151
Winner 2,86,0xa74b3afb52669c41ba36cc3742e10f4a55f75b8c,480.5645961,310.2525032
Winner 2,87,0xafcb78c5bc7b3b00c8250067f491f95880b5cb82,479.3109073,309.4431218
Winner 2,88,0x02aee0ce756fa0157294ff3ff48c1dd02adccf04,473.5464475,305.7215865
Winner 2,89,0x8105e062d6b94c951e93739aee33018bd6a6d1c7,473.077356,305.418741
Winner 2,90,0x1290037fb5fe15a43cefeca40b2741a859f0c7c9,468.3312555,302.3546586
Winner 2,91,0xdf87d5cb816b988aec135c87cd5d6170b51a4406,466.1301035,300.9335948
Winner 2,92,0xb13e63a5bfa4e4532f808987e374b132dc6a0e18,465.5831854,300.5805045
Winner 2,93,0xe4d70fc7af37db7c5144ab005056b8b493dfae24,446.3641658,288.1727054
Winner 2,94,0xf193ea64df5ef6006440c4fefa2cff34ceb08bba,443.8778829,286.5675612
Winner 2,95,0x87afaa198117496bce792b6a5de3b33ba7cac73f,441.2411606,284.8652933
Winner 2,96,0x9d95208facb34af9e9865b7f18d68181a6b676d1,432.0386062,278.9241242
Winner 2,97,0x87714f1a346d3229da42f01226935b777f3eaa43,425.778934,274.8828798
Winner 2,98,0x42a528b769cfb8e4720919446919b5848d6bb458,425.767358,274.8754063
Winner 2,99,0x3d5c457920ff88a7a42d2af63d450e5f2da61d14,425.767358,274.8754063
Winner 2,100,0x0e7a3d10a17149e4a47a04f675fb2e8ca1270137,413.7472301,267.1152118
Winner 2,101,0x91acdb884a93060ebdc327e10bfffc9c40e52bdd,410.3985003,264.9532718
Winner 2,102,0xf64de987ed9548b6d89d1806379a3247a7588b57,406.4140743,262.3809264
Winner 2,103,0xf947c3c9ada5ca0995d56802bc8a21c5e8e523dd,404.1140387,260.8960234
Winner 2,104,0x71a7f8c92133c45327aca4189b03857319ed8d79,402.8507568,260.0804486
Winner 2,105,0x44e26e7c6bfc50cd04fe71376347c6dab2a3b5db,398.3031884,257.1445384
Winner 2,106,0xe2414c1a42924d7b7100a80fe4ba16ac10fe8c3b,388.8636216,251.0503541
Winner 2,107,0xbfe709589e8fde046fc6d60edbd2bce1299e76a9,383.7711882,247.7626791
Winner 2,108,0xf3ce237bdf667be3b0e6da23daba5380294b6b07,380.7091114,245.7858023
Winner 2,109,0x5b94f066d207f9a087610ff8b5c490521cfafba5,376.8778627,243.3123482
Winner 2,110,0x2d7991974eb4b30f85b420159f7869fd2537c6de,370.9255759,239.4695518
Winner 2,111,0x254cf18c0bd03c4444aacc43128bf99787d579a8,362.93922,234.3135604
Winner 2,112,0x5ed33788ec5ba4feaf2ec0b8ccbf159f10116760,360.9385873,233.021952
Winner 2,113,0x078e88e465f2a430399e319d57543a7a76e97668,360.0413582,232.4427009
Winner 2,114,0xce655486c6da0e46219efb09d653d3362733a302,358.0271516,231.1423291
Winner 2,115,0xf4b36bc19d94578de4c25f9013fd0c6fa5badb00,352.5064257,227.5781484
Winner 2,116,0x131a00d9602d269d9bba7aa04321a888ceac5db0,341.4132278,220.4163799
Winner 2,117,0xabfdf09d6d853330a4e86a2499c6cd34ff616d36,341.3232871,220.3583142
Winner 2,118,0x58d10ab9f719697bcf2e94855c7c69ee57f89c18,335.5570571,216.6356361
Winner 2,119,0x0a5205ed9e334e6f536324f6da01159d5e2da30b,323.6497531,208.9482806
Winner 2,120,0xf64a7a0dacbb548a6dc9989c20316291c91f3d44,322.4814238,208.1940072
Winner 2,121,0x507e4f77f36da297a40c16ef184ea6c7b92ddeeb,319.4207944,206.2180649
Winner 2,122,0x124855908c999054782d25b5792b8d4b6a791da0,317.4762244,204.9626505
Winner 2,123,0x83d1c9d3815a9de6a058675569007d0eba3d4c00,311.2836575,200.9647293
Winner 2,124,0x4a7671d14076d418300c433518816f6b0c1f705a,310.9573993,200.754097
Winner 2,125,0x7b7018247d178cdbfb4e1348e48af042a4374429,304.5604831,196.6242479
Winner 2,126,0x420d40297fee474b13f402aa86d76d6783b68420,302.4847426,195.2841498
Winner 2,127,0x19246d4cb92671d0f2166d00c9de687ead3206f8,297.0554832,191.77902
Winner 2,128,0x20998830b79491e98f197f40a45075c577c3306f,297.0243599,191.7589268
Winner 2,129,0x8c01b3606761b2aa382afbc7fe4f9b1335fe0860,293.872602,189.7241519
Winner 2,130,0x883ce32e186c69559e94c8ba276bfc4322fc194a,291.5131645,188.200899
Winner 2,131,0xebcb757cabafe007757814192a069a5d9df70ee8,283.9145804,183.2952531
Winner 2,132,0xffe3385962b6bf54860f06dd35d5db3504bd1286,283.8585274,183.2590653
Winner 2,133,0x93fe83ced4c7a47eac4621b28ff9293f0d4205ea,283.8476938,183.2520711
Winner 2,134,0xb118026c68fd7f03efbcdf675dea96d625c084e5,283.8450398,183.2503577
Winner 2,135,0xd3278f413a05dcd75d8f4d7f3541d549fa8df9ae,283.8449053,183.2502709
Winner 2,136,0x690e54ca67c0b0e6b07cd47706fd46488f6ac79b,283.8449053,183.2502709
Winner 2,137,0xfdfc7e74045e1497136fe6face2871cb2951c140,283.8449053,183.2502709
Winner 2,138,0x8cd88ac58e03ea6c1cc538bebf35373f3c5990db,283.8449053,183.2502709
Winner 2,139,0x3037986e48bc868cb488c9c48cfd47ed5e247d7e,282.3781507,182.3033341
Winner 2,140,0x8d55d2583922bf29cd166bab69d38bee21e6d9af,278.735697,179.951766
Winner 2,141,0x28dd5c8d35a51da814723df13d72cbd971da227f,276.7999946,178.7020765
Winner 2,142,0x951b6d50d07c39b0f97a7bb2f5c1e96f07a093d3,276.5691111,178.5530181
Winner 2,143,0xae54eafe3897e7d8c23db6afecd13303e9cfa8d4,273.3565722,176.479003
Winner 2,144,0x7dd8091ebd82fedd805f4a3df089005c36a180e0,262.8701432,169.7089644
Winner 2,145,0xd52d31e1d2614ee0b43471a00255ece15032418b,262.5565374,169.5065005
Winner 2,146,0x525aee60158d1241c2340b56cb18b705472c06fc,260.307286,168.0543838
Winner 2,147,0xb933d35f70981b1c4229a5be27ae46b7fc05b5d8,259.1781034,167.3253836
Winner 2,148,0xb725cf24a34acc0401954b4d090d8f6ea4c61151,256.6357896,165.6840658
Winner 2,149,0xae205c06b3e3365550c8697784fcaf839d8f2245,256.1811651,165.3905602
Winner 2,150,0x852011b4b98cb5436fcffd77d5a573f90ec033cc,255.4604148,164.9252438
Winner 2,151,0xa45b15ef346e1f1678684cbe6fd3bdf1370bd03d,253.9858534,163.973267
Winner 2,152,0xad036a7e58dfa18a6511e85d29b0341e16bcbd9b,253.0560046,163.3729566
Winner 2,153,0xe407655a357851e0f942f4343bc17205ce3184a9,242.1610994,156.3392058
Winner 2,154,0x394c357db3177e33bde63f259f0eb2c04a46827c,241.494254,155.9086904
Winner 2,155,0xcb7a888d87f2649086be5cd6b10726b05c5d9b68,241.2681695,155.7627302
Winner 2,156,0x2b854146a89933deb92b5b1e3326f53ab1a82406,231.3335978,149.3489707
Winner 2,157,0x2463df460de6fb75d0f5dd710c1d56c7342e5706,231.0218707,149.1477197
Winner 2,158,0x20599d6b79b9f6b5d9261f96a02ebeae8e6430aa,227.3773167,146.7947957
Winner 2,159,0xed8e924735f590572361b52657abd9a3260f35a0,227.0759243,146.6002167
Winner 2,160,0x3b0ab1a6457098db27093ceb33ec76eaeade1147,221.7053633,143.1329825
Winner 2,161,0x6552316697951435772137032762628463705058,220.1162916,142.1070779
Winner 2,162,0x4637ab68499445e5e0a0f4e46dffb33c1b83bde2,218.9376915,141.3461736
Winner 2,163,0x25947da02a4668a3a98cdd00b8104eca2e7fa97c,218.2877499,140.9265713
Winner 2,164,0xeb9e10af3bfb44c8c560c61caf80e9ca742c5d35,215.9198561,139.3978591
Winner 2,165,0xaa902d176987901f3c3d75efb50f33520e406647,215.4535085,139.0967851
Winner 2,166,0xdfcfacd29492acecb0aa4478e034e10210b26835,212.9760673,137.497349
Winner 2,167,0xfb517f077405502f50c879d0de1ce9bef62b0ae2,212.883679,137.4377032
Winner 2,168,0x92271063bc88dc16c52e2459a287d3f6ccef02cf,212.883679,137.4377032
Winner 2,169,0x76372a70f3d03a184f7590287a2566dcb68e3540,212.883679,137.4377032
Winner 2,170,0xe535ef25a3c5a3544db364a74a87319bdd310c7b,211.4644545,136.5214518
Winner 2,171,0xdaebf37aaeaf474cc4ad9ae2b938f8805bef8a55,209.3767791,135.1736486
Winner 2,172,0x27e9531d81e0d89ce04394e233d406256d66d36a,207.6035177,134.028831
Winner 2,173,0xc85e2b25a2f7df3162d477c56adb9151a44b1ff6,206.1633594,133.0990648
Winner 2,174,0xcd6870a45630c1e88bf9ca500aebb17f6987df5b,205.3829749,132.5952486
Winner 2,175,0xcf5d1badc055ae644ac632382b5e2acbbe0327d7,200.079784,129.1715086
Winner 2,176,0x89a8ca7d0d3eee3fab3afab7263af619a50e6fd6,200.0796679,129.1714336
Winner 2,177,0x1118dac0833d83d3477edd89291284386061186e,198.3359795,128.0457084
Winner 2,178,0xa14fde14737d77c07929a1446de30e695d71cf37,198.0050232,127.832043
Winner 2,179,0xf83ecc8bd5dd7a9f92f896c77330630b6fb10ac7,192.6021798,124.3439673
Winner 2,180,0xa61603a3c21894ddcf5a0d77b5bfe69d479ec17c,189.8166506,122.5456296
Winner 2,181,0xf409bdec39ce3dc457f0a19abbd517e6bb359027,187.8540034,121.2785446
Winner 2,182,0x4e2cc19317d23680aafe52189491d12f890c3c02,186.2075263,120.215579
Winner 2,183,0x199bded7d6ea0ec6f949abd21128e6f4d82c51c0,185.8847025,120.0071639
Winner 2,184,0xa4888c8fcea9b1d0c488cac760aaa6b74317376a,184.3605498,119.023171
Winner 2,185,0x344f665234c473cf3670e2df662015d363e6aade,182.8854065,118.0708184
Winner 2,186,0x946d17072eac624c3e3fb06108959b7fefbcb8ad,181.6428264,117.2686087
Winner 2,187,0xbe026ae67432efa9ad85b897a70e0bab0dcb1cea,181.1390084,116.9433438
Winner 2,188,0xe546ab734fc10bfe68c4b3ab188a685303112f0b,180.7056741,116.6635832
Winner 2,189,0x3902ceea36f81316c469a2ae4643fa8c8ff5349c,178.9529609,115.5320316
Winner 2,190,0x1fcf0b17540c067cfb28ee6479f712d9f8c41384,178.7258936,115.3854369
Winner 2,191,0x43dbe33a17d425c97a6ee3904e0598bbc3c07534,178.7159978,115.3790482
Winner 2,192,0x5f36044a3c7d30378061fde7967075f5a7567a23,177.2822397,114.453414
Winner 2,193,0xb625e10b9799184eda6403e4e3933dc4d563a423,175.0604782,113.0190447
Winner 2,194,0x804b24f28f42942223a472477be7998b039fd44c,174.5576449,112.6944155
Winner 2,195,0x00d29fd99a5053123427071c521daf016446a646,174.2298904,112.4828172
Winner 2,196,0xafff059b02dc8c8a48c77b0e773944acdc783389,172.7993983,111.5592915
Winner 2,197,0xcbd6b0dee49eea88a3343ff4e5a2423586b4c1d6,170.3497508,109.9777991
Winner 2,198,0x79858fcfc02238a718e0c5afac72a43019720e11,170.3073221,109.9504071
Winner 2,199,0xd84ed242bb28f2ccf0f47af71b7d11965c54df98,169.0559567,109.1425256
Winner 2,200,0xbefd65b66b7c314747b3146c2e0998f4b151ae7f,168.2892292,108.6475264
Winner 2,201,0x05fdb8fb03d74b556bd65bbe9df15b5bf3781eec,167.8335839,108.3533618
Winner 2,202,0x7b8f6466a64d883e1ec7180923bfeac2c2a59679,167.4125195,108.0815226
Winner 2,203,0xf9f159068e5fd7cadf03ae8ba05d2906ce165c65,166.475037,107.4762839
Winner 2,204,0x0aa0c3ac0151c42537fdb3cb6a2f37b9251a6c6c,163.3438223,105.4547717
Winner 2,205,0x7fad7288cf4a7c426131e7b69fc50429858938ab,161.7486249,104.4249122
Winner 2,206,0xbdc39cf827fd2396b93f7f5f3c9fa2e37d1ce7fc,159.8857808,103.2222601
Winner 2,207,0x2d7a65780365e3cb464beba04e3981908db1f219,158.79464,102.5178196
Winner 2,208,0x2491e5b3a86fcf2f17bf98e5b9f5e9542f0fa272,157.5929925,101.742036
Winner 2,209,0x7be955cd78b1a115253502f31d84ac244eee8a31,157.019145,101.37156
Winner 2,210,0x7ad92e2b66c772ca9c56d4b59660ed537b28ab90,156.4082295,100.977153
Winner 2,211,0x04407e96a13dcee8989d6df23655e52b68338975,155.607402,100.4601387
Winner 2,212,0x66518476a70e8931324c4b826edcd8d0974b82ef,155.125424,100.1489737
Winner 2,213,0x10c73a5ad077c05154ad079b04c802520ae331a2,154.7773391,99.92425012
Winner 2,214,0x79c51606e4335d13d179eeb5bacf3e702748e8d7,154.4441904,99.70916932
Winner 2,215,0x36c4c53bb6b0b8c59e98b35a1eabb5d43b5bc27f,154.2680549,99.59545624
Winner 2,216,0x589224cf26387a30fdc34055d49294141f2006e4,153.979018,99.40885402
Winner 2,217,0xab89e9dd7c60dcc6b4fbcafd27fcef278f1bbf10,151.3571357,97.71616681
Winner 2,218,0xeae30468abe24c3e1838a6b619e0af6a2a3fe45d,149.2159458,96.33381461
Winner 2,219,0x14f02a817c69bed67d6ebf05f0440107fb3f0568,148.9923042,96.18943159
Winner 2,220,0x0a0dc378ec2229c1ab835e3de052f96aaed21711,148.1267524,95.63063135
Winner 2,221,0x4e7f11cc8e7f3ffe064d191e89a5d8bed1a20511,143.7878564,92.82944009
Winner 2,222,0xd02180861a831e675e1c48087f3037fca65109ab,143.6899951,92.76626084
Winner 2,223,0x5efdc009fb29799324828ab69d813cfce9eae09c,143.3275969,92.53229656
Winner 2,224,0x5b1b5d7f419c8c26a6ed51b46db09ae6376a82da,141.9882764,91.66763124
Winner 2,225,0x3da7a8aa01468d9fac67b1d05438109280d468c2,141.9326672,91.63172994
Winner 2,226,0xc0a1162c3ff721daa7e0141eb639cfb5765ea589,141.9310565,91.63069008
Winner 2,227,0x53a805f7a8f2ede77eef97722818273faceccd0c,141.9224527,91.62513546
Winner 2,228,0x5173fa3a41969e7e4fe8d24e8711dfb13d54274c,141.9224527,91.62513546
Winner 2,229,0x8ded50acaa478bcb1450003c13a689b21f93e949,141.9224527,91.62513546
Winner 2,230,0x90f4c658c3cbf910cd2aa480247abab5777c90d9,141.9224527,91.62513546
Winner 2,231,0x28da72834f53043e32a2b5732dedf5cb13adf5af,141.9224527,91.62513546
Winner 2,232,0x8d944d446c769456e2edf25c6867f59450249230,141.9224527,91.62513546
Winner 2,233,0xfc2fdc6f11a89ac981c0f7ed6e2c6c75359551c7,141.7799625,91.53314379
Winner 2,234,0xf9fcd0432c48c775c512b5b415ce822c58877c6c,139.2581444,89.90505802
Winner 2,235,0x38a0bff354c4c7205da08c62cbdfdafc36b232f4,135.0850233,87.21089104
Winner 2,236,0x548f42bb99d50de08c104c4443a1d9a72f7bb200,134.7135609,86.97107492
Winner 2,237,0x54966e5e7c4c687d9484810e8fcc2517a09d1e36,132.7533007,85.70553093
Winner 2,238,0xb11eacc17bd735854d9d89bee9efe1d6b7e0b9bf,131.1357261,84.66122477
Winner 2,239,0xf8f2512af2009a83ad73b00ab0e16c7fd688541c,129.7159293,83.74460396
Winner 2,240,0x9a8568782896c4d4153b8b4d7e440e84e2c2cfbb,128.3332988,82.85197771
Winner 2,241,0x37913f818150c1088eb8be8a658362ed22610719,127.7302074,82.4626219
Winner 2,242,0xf795cf41e2eb0dbd0afbb968d4696bb20a1b2a1c,124.626063,80.45858627
Winner 2,243,0xc6114c6d96c136eff8fa8d09c1cfb38fb08f63be,124.5063028,80.38126909
Winner 2,244,0x2bd25229ef7eb559e6c1fdfb88beae57acc27345,124.4900654,80.37078622
Winner 2,245,0x07627bad8a2cc5759c651e034bc8f1401f04360b,124.4003701,80.31287894
Winner 2,246,0x548a61446699e97f9d61e4c2f6687d2546f598fe,121.421294,78.38958741
Winner 2,247,0x93a40de625d83627b18da76e41e612e9fa20a6a8,121.3873718,78.36768723
Winner 2,248,0xa3a482054ae9eaf4a22473bcdc93813bb2913316,119.371628,77.06632304
Winner 2,249,0x2b6b62fbb9fcf100b49f439518f10090ca1fe769,115.7255839,74.71243697
Winner 2,250,0x97ee2adc4e577766bf48690fefa3e5d6e5c804a3,115.2035261,74.37539645
Winner 2,251,0x872b3321e2fba666dabf77a6f4710137d038ac34,114.8004058,74.11514198
Winner 2,252,0x340b8de8a015fbb46856488a8eba21bc06bdb4f5,114.0069924,73.60291429
Winner 2,253,0xf464ca87ab6223c369c5f5d2ddf86934e73f11b9,113.5510517,73.30855898
Winner 2,254,0x8ceff1ad0171bfb91ec3b6bc6283765317601596,113.4423035,73.23835114
Winner 2,255,0x21bcc9178e6c57efcb1baa41b7419dc99deb6809,112.5086334,72.63557372
Winner 2,256,0x0d1ffcc0fec737fdde21231d7a1a838f812dda9a,111.6859977,72.10448012
Winner 2,257,0x9520187e66a9358c1c18180d68c7495d049f6758,111.4124865,71.92790128
Winner 2,258,0xe9b8f3225983eef3653c3618f4d9dd7a8745a744,111.008804,71.66728386
Winner 2,259,0x12cb3b3f452e46b2cee395c3068d1b255b5e5f6d,110.577249,71.38867195
Winner 2,260,0x944e4ba14b85b759221375e5bf5b6fa6068b1e24,109.8534617,70.92139487
Winner 2,261,0xf8022e6310a26b5ecacbe1911486aed0f7164b65,109.6627229,70.7982539
Winner 2,262,0xcc5307080a0b5be5bb717911ec4b2000ced036a7,109.5096596,70.69943624
Winner 2,263,0x2c9c3050b242df683c5db26a0c5874c938e06b8f,109.2167954,70.51036311
Winner 2,264,0x06b1cca7dc13dc9e50a5b006a1aec4c7572f5638,107.5174853,69.41328851
Winner 2,265,0x17d746bb34bdbec4f4b0f3883bb4d2bf54048134,106.7791242,68.93660258
Winner 2,266,0xd3282ca30a0742568ae92fba3eea76df363e0739,106.668067,68.86490406
Winner 2,267,0x98a5cdb4ee6314e2bfe9731f2ea9550cfff8f98a,105.4711884,68.09219923
Winner 2,268,0x7e45ac061ca96b3995cd6730a0211816fbd5f77e,104.5112296,67.47244983
Winner 2,269,0x5370b3ca55bb561e7bc050c81848873b9bcebbec,102.9532831,66.46663957
Winner 2,270,0x822e811756be053c1a38134f6086d0bbc22bbe99,101.6056259,65.59659208
Winner 2,271,0x05a64708aa5ce218db27d39140ed97a60365ce90,100.4811562,64.87063444
Winner 2,272,0x48d3f9879e36cad67ff94bc983e4be44b74ead75,99.98482045,64.55020008
Winner 2,273,0x6c8f7e7b7edcee36241cf2caa39418f0fa44274a,99.94055793,64.5216242
Winner 2,274,0xe2528f9b0808749429895e606c392ec63d4a6b74,99.93425256,64.51755345
Winner 2,275,0xa7bdd1e97491a997112a07af6adce00e09e12540,99.84625624,64.46074303
Winner 2,276,0x62d02bdfa853ba3aae25135574979de19a29e92c,99.34571686,64.1375948
Winner 2,277,0x9c52a65e1b3c325cd7c1a8c01f210fc843746e11,99.34571686,64.1375948
Winner 2,278,0xbab587f5079c3e4beb5bd69d0edbfdac25f1f7d7,99.30339067,64.11026902
Winner 2,279,0xfa840fbd7e3bb1a267b03116d23b58eae3a51e7e,99.23409419,64.06553121
Winner 2,280,0xb40319006684704b5e8c5f32b3ea6fa34ff55ace,99.03864949,63.93935211
Winner 2,281,0x3e71ae385b0766df225f2e38e7087aa591fe463a,98.76789779,63.76455481
Winner 2,282,0xd09c5fc980758f50f33b07e745e263cf698b23d7,97.8430275,63.16745855
Winner 2,283,0xdf9e2288b48176b1f4b12548815decc09e9f2f79,97.27156891,62.79852489
